clip_id,audio_path,language,is_native,accent_region,age,gender,sentence,speaker_id,duration_sec,sample_rate,augmented,aug_type,rms_energy,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,silence_ratio,energy_band_1,energy_band_2,energy_band_3,energy_band_4,energy_band_5,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delta_mfcc_1_mean,delta_mfcc_2_mean,delta_mfcc_3_mean,delta_mfcc_4_mean,delta_mfcc_5_mean,delta_mfcc_6_mean,delta_mfcc_7_mean,delta_mfcc_8_mean,delta_mfcc_9_mean,delta_mfcc_10_mean,delta_mfcc_11_mean,delta_mfcc_12_mean,delta_mfcc_13_mean,chroma_mean,chroma_std,mel_mean,mel_std,f0_mean,f0_std,voiced_fraction,spectral_contrast_mean,tempo
de_000015_aug2,accent_dataset_output/audio_augmented/de_000015_aug2.wav,de,0,eastern_european,unknown,unknown,sprang in einen cab versprach dem kutscher hundert pfund und langte nachdem er zwei hunde todtgefahr,10148,10.0,16000,True,pitch_time_shift,0.088572,0.176332,820.01,689.84,1391.0,0.3507,0.163271,0.453605,0.359798,0.016598,0.006729,-243.6203,89.2085,73.3692,59.29,-29.8452,39.7601,6.1953,27.2199,-14.5036,20.0766,-6.1119,13.6233,-11.5793,12.5072,-27.4027,19.249,-0.7011,14.9169,-0.6106,12.3737,-6.089,11.3998,-2.7746,13.9625,1.6513,8.8935,-0.6494,0.3133,0.4096,0.0415,0.2571,0.0016,0.0676,-0.1198,-0.0549,-0.0247,-0.054,-0.1265,-0.0311,0.3273,0.3265,-43.0406,15.645,294.08,269.54,0.77,20.6714,110.29
es_000038_aug1,accent_dataset_output/audio_augmented/es_000038_aug1.wav,es,0,anglophone,unknown,unknown,y en ese estado lo dejé qué es lo que yo debía haber hecho entonces para que todo hubiera salido bie,8882,10.0,16000,True,noise_ambient,0.360222,0.13742,424.51,989.44,420.5,0.1758,0.609489,0.319619,0.036526,0.011739,0.022626,-40.6707,46.1438,75.0034,39.5364,33.7666,23.2411,17.7358,25.1049,14.7673,13.8435,-0.2934,14.3808,4.0378,10.3104,-3.8284,9.5163,-11.9187,10.4029,-9.3087,8.7914,-0.8211,7.4846,-1.3758,6.5244,-12.4296,9.0899,0.2813,0.2496,0.0667,-0.0003,-0.0128,0.001,0.0449,0.0279,-0.0383,-0.0671,-0.0035,0.0454,0.0044,0.4314,0.3108,-39.3616,11.768,99.22,17.5,0.8914,17.0658,117.19
nl_000137_aug1,accent_dataset_output/audio_augmented/nl_000137_aug1.wav,nl,1,unknown,unknown,unknown,mijn heer antwoordde buat en wel dat ik deze korrespondentie niet zoû gevoerd hebben indien ik daart,2450,10.0,16000,True,noise_ambient,0.128888,0.314658,684.1,1026.11,694.0,0.2117,0.178404,0.702818,0.061513,0.029393,0.027873,-89.9421,36.3192,28.5929,28.3953,12.189,14.9258,10.0886,15.3831,1.4591,10.8272,-5.8763,10.222,-8.1643,9.0967,-7.6787,7.9327,-7.275,8.0189,-4.8653,8.4096,-2.5205,6.4924,-1.4316,5.0787,-1.3394,5.1914,0.0118,0.0046,0.0131,0.031,0.0048,-0.0225,-0.0288,-0.0063,0.0151,0.0045,0.0094,-0.0009,-0.0041,0.5051,0.3395,-40.3346,7.4336,121.62,24.65,0.6102,15.008,117.19
it_000078_aug1,accent_dataset_output/audio_augmented/it_000078_aug1.wav,it,1,napolitain,unknown,unknown,a affannato re al suo palazzo con la poavola alle natiche taccata e non trovando modo né via di pote,6001,10.0,16000,True,noise_ambient,0.027992,0.289814,1135.16,1001.43,1635.6,0.1565,0.048544,0.398244,0.43683,0.0802,0.036183,-242.4066,31.839,-0.1862,26.6228,-80.0858,15.5139,-19.7912,14.4189,-68.1797,9.0836,-13.2281,8.4977,-48.0787,6.9092,-8.6213,8.5846,-33.9854,7.8716,-4.1174,6.7023,-27.1257,7.5084,-5.3413,7.5322,-17.8102,6.201,0.0806,0.0473,0.0635,0.1036,0.0675,0.0297,0.0156,-0.0327,-0.0407,-0.0366,-0.0435,-0.0448,-0.0301,0.5168,0.3286,-35.6692,11.7479,241.86,49.4,0.3323,23.265,125.0
pl_000016,accent_dataset_output/audio_original/pl_000016.wav,pl,1,unknown,unknown,unknown,powagę swoję nadaremnie wdawa każdy jak żeby przysiągł swojej stronie nakoniec z miejsca pierwszego ,6892,10.0,16000,False,original,0.14895,0.142163,436.9,572.98,573.1,0.3285,0.482392,0.452759,0.039475,0.01852,0.006855,-226.0957,146.0741,102.1396,70.3777,10.9325,37.4778,32.5764,33.7647,-3.8391,20.2123,-11.6306,18.0397,-12.1156,16.0902,-7.4818,16.4015,-15.7172,14.8211,1.512,12.8088,-7.3457,10.8637,-3.9492,11.0532,-3.1555,10.3112,1.386,0.444,-0.0056,0.1398,-0.0241,-0.0451,0.0108,-0.1349,-0.125,0.0086,-0.089,0.0094,-0.042,0.3509,0.3129,-44.139,20.4239,137.02,29.89,0.7859,18.5085,110.29
pl_000039,accent_dataset_output/audio_original/pl_000039.wav,pl,1,unknown,unknown,unknown,gryzander co był popiela pieścidłem nieulękniony na kocie pazury mężnych rycerzów godny być prawidłe,6892,10.0,16000,False,original,0.175421,0.12712,437.23,576.36,549.1,0.3092,0.46363,0.473087,0.042418,0.014268,0.006598,-196.7189,121.2045,100.687,66.6845,7.0984,40.159,50.2133,33.7426,3.7971,20.1439,-8.3535,19.0335,-20.2976,16.5987,-15.7245,17.5975,-7.0251,15.655,2.4455,12.6151,-19.5601,10.2728,-0.7006,9.0645,-6.0299,8.9962,1.1821,0.2734,0.0413,0.0962,-0.1258,-0.0787,-0.0811,-0.0701,-0.0762,-0.0151,-0.0977,0.0039,0.0218,0.3635,0.3119,-45.6959,19.1581,133.22,20.28,0.8466,18.934,117.19
fr_000122_aug3,accent_dataset_output/audio_augmented/fr_000122_aug3.wav,fr,1,québec,unknown,unknown,et après l'avoir crucifié ils partagèrent ses vêtements les jetant au sort pour sauoir ce que chacun,10065,10.0,16000,True,degraded_codec,0.104653,0.318464,1059.38,1642.44,3236.2,0.1697,0.398838,0.381695,0.048224,0.051937,0.119305,-94.9851,34.4792,24.8261,33.2576,13.8986,12.9416,10.0107,15.3384,0.8091,11.9494,3.3649,9.6771,-3.3063,9.6219,-2.7196,8.3467,-2.587,6.0574,-3.4638,6.9221,-0.0035,7.292,-0.7355,6.1996,-0.6333,5.0283,0.0358,-0.0231,-0.0192,-0.0177,-0.0191,-0.0278,-0.0085,0.0109,0.0019,0.0103,-0.0005,-0.0039,-0.0007,0.5411,0.3302,-30.6129,7.2856,100.78,15.96,0.6965,14.8711,125.0
es_000034_aug1,accent_dataset_output/audio_augmented/es_000034_aug1.wav,es,1,argentin,unknown,unknown,en un remolino nebuloso silver y los pájaros y el altísimo vigía danzaban ante mis ojos en un torbel,8882,10.0,16000,True,noise_ambient,0.226869,0.159157,238.86,640.85,255.2,0.2042,0.907931,0.067518,0.011052,0.003856,0.009644,-97.8133,31.1108,51.3039,31.3779,33.5556,15.0288,21.9304,17.9809,16.3473,11.9257,7.4399,7.6508,5.4172,8.8576,3.6821,6.224,0.9248,7.6963,-2.0331,7.6035,-5.6395,5.9664,-5.6963,6.3212,-4.8748,5.9919,0.0746,0.0502,0.0387,0.0248,0.0049,-0.0192,-0.0267,-0.0207,-0.0157,0.0212,0.0262,-0.0081,0.0014,0.4093,0.3343,-40.6087,9.5648,110.29,21.37,0.9585,15.8022,117.19
es_000089,accent_dataset_output/audio_original/es_000089.wav,es,1,andalou,unknown,unknown,cualquiera de los guarda montes subordinados suyos se habría cambiado por él con el mayor placer per,8882,10.0,16000,False,original,0.199145,0.122957,348.44,907.71,337.7,0.2552,0.803579,0.140525,0.027901,0.009364,0.01863,-201.4533,110.1227,105.9989,64.8746,15.8771,40.168,25.5482,25.4687,17.5972,18.6121,-8.883,14.9857,9.3742,14.2198,0.8684,15.3498,-7.6422,13.7122,-15.6672,13.0434,0.0623,10.1485,9.7384,10.6373,-16.6541,14.1032,-0.0845,-0.0057,0.0358,0.0327,0.0226,-0.0043,-0.0178,0.0078,0.0047,-0.0214,-0.0173,-0.0018,0.005,0.3945,0.3268,-50.531,18.6656,118.58,26.26,0.853,19.9471,117.19
de_000070_aug2,accent_dataset_output/audio_augmented/de_000070_aug2.wav,de,1,austrian,unknown,unknown,welche sich durch die berichterstatter von da in die journale verbreitete und durch diese das public,10148,10.0,16000,True,pitch_time_shift,0.074025,0.153279,469.61,560.11,641.4,0.3585,0.500421,0.416663,0.067373,0.009219,0.006324,-267.6174,96.2836,90.2152,58.2308,1.5421,43.91,26.6143,26.6453,-16.9621,20.9072,3.3197,12.6353,-19.2567,13.6619,-22.1124,16.0082,-1.859,16.1732,-1.0841,10.712,-10.5685,10.5415,0.4235,9.713,3.2606,8.4018,-1.0384,-0.1506,0.2567,-0.2443,0.0664,-0.0443,0.0833,0.0505,0.0258,0.008,-0.0452,0.0188,-0.0174,0.3171,0.322,-47.6784,16.6241,216.19,56.6,0.9042,20.1177,104.17
pt_000137,accent_dataset_output/audio_original/pt_000137.wav,pt,1,porto,unknown,unknown,milkau falou-lhe com brandura e as palavras cahiam frescas e consoladoras sobre os campos desertos d,12249,10.0,16000,False,original,0.107114,0.194957,607.38,746.8,794.9,0.3655,0.288518,0.566359,0.101661,0.031538,0.011925,-251.202,118.8068,62.6534,63.2925,1.9224,39.413,21.722,30.0314,-18.0421,31.7359,-2.5732,22.3315,-13.6376,16.4035,-7.3913,15.3676,-9.686,13.9696,0.8471,12.082,-5.6289,9.8408,-8.8563,14.4626,4.5378,9.9447,0.5392,-0.3903,0.3399,-0.1416,0.1401,0.0254,0.0791,-0.0034,0.0625,0.0817,-0.0506,0.0217,0.0194,0.3186,0.3254,-51.2025,17.0581,257.25,132.4,0.7987,18.9523,144.23
es_000013,accent_dataset_output/audio_original/es_000013.wav,es,1,andalou,unknown,unknown,no más ven y díme si no es diablura y aquí mismo á mis propios ojos le dejamos todos que tome las de,8882,10.0,16000,False,original,0.11221,0.161139,703.29,1266.16,823.4,0.3282,0.425967,0.419719,0.078901,0.03825,0.037163,-234.1384,135.689,87.9387,57.2076,4.741,39.8816,16.671,37.8959,6.4933,23.5431,-28.4325,22.582,15.4845,18.3157,-8.3067,19.4041,-1.3746,15.4263,-15.9227,15.1086,-14.6378,13.608,9.5185,11.4951,-16.9973,12.9942,1.1379,0.2547,-0.0115,0.1289,0.0678,-0.1497,-0.05,-0.0161,-0.0222,-0.0982,-0.0665,0.0468,0.0122,0.3734,0.3134,-46.1604,19.2668,117.45,28.68,0.4537,20.2587,117.19
it_000002_aug3,accent_dataset_output/audio_augmented/it_000002_aug3.wav,it,0,albanais,unknown,unknown,entrato adunque dimitrio in camera disse alla moglie polissena io in questa notte per la malvagità d,6001,10.0,16000,True,degraded_codec,0.13182,0.262445,597.69,840.02,665.7,0.2145,0.388739,0.48034,0.098109,0.015245,0.017566,-111.8039,28.8252,26.9999,22.9244,9.8764,13.5397,5.2594,13.6445,0.3414,8.6296,-4.4694,9.7513,-4.295,8.1743,-4.4505,6.9886,-3.6435,6.3599,-3.0617,5.182,-3.7965,5.9143,-3.6467,5.8728,-2.2519,5.3145,0.2532,0.1711,0.0274,0.0366,0.0127,-0.0128,0.0013,0.0084,-0.0055,-0.0008,0.0077,0.0132,0.0214,0.4166,0.3747,-41.6079,7.6413,226.2,41.98,0.754,15.6607,133.93
it_000104_aug1,accent_dataset_output/audio_augmented/it_000104_aug1.wav,it,1,milanais,unknown,unknown,vedendo gli sanzacchi mamalucchi e schiavi in costui tanta sofficienza persuasero al signore che alt,6001,10.0,16000,True,noise_ambient,0.064511,0.339758,1575.2,2374.66,5274.1,0.1804,0.386255,0.272319,0.15119,0.027185,0.163023,-164.9888,36.4342,13.6067,29.5461,9.9543,18.2233,-5.5804,19.7649,-0.8683,9.1188,-8.0175,9.5643,-4.6724,5.856,-11.6026,6.7937,-8.0666,7.7535,-9.5911,6.3123,-10.5031,6.4152,-9.6777,6.0633,-9.0691,5.8038,0.231,0.1084,0.1037,0.0399,0.0196,-0.045,0.0179,-0.0335,-0.0346,-0.0616,-0.0503,-0.0346,-0.038,0.4185,0.3496,-36.485,7.5693,216.59,46.51,0.6933,17.6223,170.45
pt_000107,accent_dataset_output/audio_original/pt_000107.wav,pt,0,angolais,unknown,unknown,onde destacando-se da nebulosa inicial entrou o brasil para soffrer comnosco os mesmos sacrifícios a,12249,10.0,16000,False,original,0.108395,0.179832,749.12,724.81,1080.7,0.3682,0.218048,0.528035,0.189239,0.054983,0.009695,-256.2438,114.8554,64.5342,57.7971,-5.525,49.9461,21.5179,41.8197,-28.3618,32.5961,-6.2218,18.8957,-11.835,18.8463,-5.4914,12.8698,-10.7395,15.4776,-5.3094,12.4201,-4.6887,9.564,-12.6932,14.1499,3.3949,8.7533,0.8083,0.5083,0.1673,-0.2179,0.0228,-0.0169,-0.0017,-0.0597,-0.209,-0.0495,0.0211,-0.1171,-0.0212,0.321,0.3254,-47.1553,17.4163,241.45,71.72,0.8339,19.4228,98.68
pl_000031_aug3,accent_dataset_output/audio_augmented/pl_000031_aug3.wav,pl,1,unknown,unknown,unknown,ta była wada myszy nieszczęśliwych kiedy się z sobą zaczęły pasować fatalny przykład mięsza je i łud,6892,10.0,16000,True,degraded_codec,0.083844,0.099619,335.2,280.17,515.6,0.3048,0.588142,0.371914,0.033178,0.006653,0.000112,-242.8068,39.4307,145.6991,38.1249,-35.9622,16.82,46.2532,20.8486,-15.4514,14.0481,0.0338,10.7726,-5.6008,8.6516,-2.2724,9.2413,-14.6132,9.2412,-5.1033,8.0203,-4.0962,6.2208,-5.9131,5.5723,-1.0392,5.8134,0.0932,0.0829,0.099,0.0665,0.0634,0.0376,0.0196,-0.0105,-0.0137,-0.0292,-0.015,-0.0187,-0.0405,0.4016,0.3397,-43.1606,17.0738,132.4,23.1,0.8051,21.1064,98.68
fr_000126_aug2,accent_dataset_output/audio_augmented/fr_000126_aug2.wav,fr,1,paris,unknown,unknown,mais lorsque vous vous présenterez pour prier si vous avez quelque chose contre quelqu'un pardonnez-,10065,10.0,16000,True,pitch_time_shift,0.063707,0.110279,491.36,929.95,494.2,0.4364,0.55486,0.370968,0.024523,0.016342,0.033307,-324.9698,157.9394,78.3331,53.2046,11.2655,23.0678,40.5549,33.5386,-6.4701,16.653,16.3596,15.9379,-11.2728,16.2543,3.0771,13.634,-4.6515,10.9399,-6.5487,13.3267,0.8227,9.6279,-4.9652,10.4896,-2.6152,9.2238,-0.2011,-0.1791,-0.0512,-0.0373,-0.0435,-0.0341,-0.0162,-0.0166,-0.0212,-0.0194,-0.0282,-0.0138,-0.0114,0.3836,0.3337,-49.4198,19.4334,136.9,26.08,0.6805,17.9276,85.23
nl_000024,accent_dataset_output/audio_original/nl_000024.wav,nl,0,unknown,unknown,unknown,dat plotseling verbleeken van elizabeth had by de witt de vaste overtuiging doen ontstaan dat die do,2450,10.0,16000,False,original,0.066832,0.152563,522.18,452.44,559.5,0.4823,0.132041,0.806722,0.042158,0.015475,0.003603,-319.1478,116.5885,74.7235,56.2084,5.8325,26.8392,30.2735,26.7024,-4.4713,23.2517,-3.7115,14.0175,-23.2205,14.605,-12.1506,9.1644,-16.4943,11.5986,-5.3869,10.0407,-5.2245,7.6378,-3.7185,7.4569,-3.0699,9.1691,0.8091,0.4443,0.0863,0.036,-0.006,-0.0077,-0.1039,-0.0942,-0.0456,-0.036,0.0028,-0.011,-0.0912,0.3801,0.3117,-56.7408,16.2703,138.4,32.42,0.5431,17.4619,69.44
nl_000128,accent_dataset_output/audio_original/nl_000128.wav,nl,1,unknown,unknown,unknown,buat zeide de witt zoodra de ritmeester gezeten was ik heb meenen op te merken dat gy niet dan schoo,2450,10.0,16000,False,original,0.095993,0.166526,523.55,435.55,503.6,0.5022,0.103492,0.845897,0.025329,0.022081,0.003201,-303.1426,114.707,63.7443,54.4904,5.5232,25.2019,33.7038,28.8641,-8.6088,20.494,-13.6803,15.2031,-25.055,16.3542,-6.3728,10.4614,-18.5421,9.943,-7.9373,9.9574,-0.7,6.5343,-7.8643,9.3128,-1.412,7.221,1.17,0.6902,-0.0743,-0.0075,0.0463,-0.0484,-0.1502,-0.0986,-0.0713,-0.0914,0.0163,0.0212,0.0001,0.3932,0.3227,-57.7444,16.2869,145.72,37.43,0.6805,18.0035,117.19
es_000065_aug1,accent_dataset_output/audio_augmented/es_000065_aug1.wav,es,1,mexicain,unknown,unknown,nuestro buque está ya comprado y arreglado con todo lo necesario ahora mismo está surto y listo para,8882,10.0,16000,True,noise_ambient,0.134472,0.275208,644.47,1256.67,765.8,0.1777,0.586041,0.268283,0.069013,0.040182,0.036481,-77.2618,38.3033,35.4339,28.7518,14.7456,14.4879,12.3836,15.1966,4.9208,12.0506,0.5523,7.9427,3.4039,7.8958,-3.082,7.7341,-4.337,7.9505,-3.4152,9.5853,-3.159,8.3311,-1.4929,5.4654,-4.8298,6.2342,0.3676,0.2705,0.0091,0.0237,0.0546,0.0133,-0.0203,-0.0452,-0.013,-0.0057,0.0196,0.0239,-0.0413,0.5252,0.3161,-41.0025,7.7169,101.9,17.92,0.8115,15.3145,93.75
nl_000100_aug2,accent_dataset_output/audio_augmented/nl_000100_aug2.wav,nl,1,unknown,unknown,unknown,als het zoo laat is met te meer klem er op aandringen dat de beide andere heeren by my blijven en da,2450,10.0,16000,True,pitch_time_shift,0.088906,0.113932,486.67,472.38,562.3,0.3926,0.138796,0.791929,0.046951,0.018536,0.003788,-271.1505,104.8841,92.2714,45.8144,-7.6987,27.4459,39.9005,26.3334,-1.8854,27.345,6.4951,13.3574,-23.0655,17.6533,-13.5067,11.2353,-13.9027,13.0485,-12.3422,11.8833,-7.9743,10.7507,-8.1432,7.7303,-11.4143,8.6835,-0.0911,0.3327,0.1496,-0.1582,-0.1807,-0.0948,-0.0237,-0.0351,-0.0258,-0.0607,0.0213,-0.0284,0.0766,0.3565,0.3082,-52.7116,16.4598,127.9,40.22,0.7476,21.8261,187.5
pt_000008_aug2,accent_dataset_output/audio_augmented/pt_000008_aug2.wav,pt,0,angolais,unknown,unknown,isso que chamamos nação não é nada repito aqui já houve talvez uma apparencia de liberdade e de just,12249,10.0,16000,True,pitch_time_shift,0.101537,0.126638,531.05,623.52,824.7,0.391,0.505963,0.334012,0.122739,0.030615,0.006671,-289.8369,136.7189,62.3808,53.9646,5.7775,39.4979,32.4105,41.1207,-13.2439,32.8049,-2.6982,17.716,-7.745,14.3191,-2.3947,13.7677,-4.5214,12.6272,-8.3327,13.2538,-1.2864,10.6559,-7.3158,12.8693,-1.1193,11.5558,0.9026,0.1702,0.0285,0.1318,0.0621,-0.035,-0.0524,-0.0581,-0.037,0.0077,-0.0466,0.0047,-0.0542,0.3268,0.3302,-54.563,18.6729,278.81,296.13,0.754,19.1149,117.19
de_000063,accent_dataset_output/audio_original/de_000063.wav,de,1,austrian,unknown,unknown,der excentrische gentleman hatte dabei seine kaltblütigkeit und pünktlichkeit in erstaunlichem grade,10148,10.0,16000,False,original,0.111415,0.165745,711.6,741.37,1237.4,0.4173,0.287025,0.459146,0.214003,0.030226,0.009599,-223.5797,129.2306,76.4034,55.7892,-12.7955,39.0514,20.7836,30.4473,-5.3286,19.1471,-7.0345,14.6275,-9.4522,12.925,-20.6737,13.638,-10.6146,15.3611,4.8546,10.7095,-4.8745,10.1772,-4.6037,11.471,1.958,9.7363,0.9208,0.1552,0.1729,0.0644,-0.1214,-0.0851,-0.0933,-0.0589,-0.1219,-0.0255,-0.0466,-0.0362,-0.0385,0.3595,0.3171,-44.89,17.7374,197.47,27.65,0.7508,18.3223,93.75
pt_000068_aug1,accent_dataset_output/audio_augmented/pt_000068_aug1.wav,pt,0,angolais,unknown,unknown,dou si não disseres mais tolices ella pagou-lhe com um beijo voltaria á realidade o seu espirito des,12249,10.0,16000,True,noise_ambient,0.026956,0.223017,1617.0,290.13,1879.1,0.2034,1e-06,0.002407,0.904566,0.093009,1.6e-05,-423.8824,33.2875,19.0803,16.6708,-202.689,15.5909,-8.5981,14.2241,22.5778,16.6334,-11.7544,11.2501,3.9917,7.7829,-1.8201,5.7781,1.9355,6.2847,0.1921,5.4602,5.6413,5.1529,0.634,5.2008,-3.8974,5.6204,0.1106,0.0646,0.0018,0.035,0.0002,-0.0397,-0.033,-0.0332,-0.053,-0.0345,-0.0028,-0.0088,0.0243,0.5321,0.2738,-55.2274,19.8161,1817.76,130.28,0.8882,26.8271,117.19
pt_000102,accent_dataset_output/audio_original/pt_000102.wav,pt,1,lisbon,unknown,unknown,e no futuro remoto a epocha dos mulatos passará para voltar a edade dos novos brancos vindos da rece,12249,10.0,16000,False,original,0.1502,0.126876,692.67,547.82,1096.9,0.3176,0.19924,0.496668,0.269742,0.032081,0.00227,-209.5213,111.331,81.8709,50.7271,-21.4648,51.843,8.1691,37.5944,-20.0296,26.3937,-5.6551,22.1448,-6.6782,14.1931,-9.3675,12.9385,-9.2967,12.2105,-3.1886,11.7342,-7.5981,10.5492,-10.4381,13.1833,-1.2048,10.5186,1.2096,0.1049,-0.1341,0.0629,-0.1391,-0.1597,-0.0105,-0.0207,-0.1514,-0.0709,-0.0159,-0.0226,-0.0109,0.3224,0.3313,-46.4553,17.4143,274.8,92.01,0.8403,19.0472,98.68
pl_000081_aug1,accent_dataset_output/audio_augmented/pl_000081_aug1.wav,pl,1,unknown,unknown,unknown,już się ku krajom sarmackim przybliża snują się różne myśli na przemiany stan smutny prawej radości ,6892,10.0,16000,True,noise_ambient,0.066051,0.079063,559.58,127.46,648.6,0.4513,0.009169,0.957826,0.032835,0.000168,2e-06,-379.0436,49.3704,148.7288,39.7467,-15.4215,18.9183,-47.4159,23.5881,-41.2052,12.2737,-49.0696,18.5401,-39.0232,14.9587,-22.1202,9.7482,-17.7229,11.3111,-16.645,12.2321,-11.6537,9.0241,-8.8388,8.759,-5.7799,6.9007,0.5754,0.3813,0.059,0.0069,-0.0322,-0.0853,-0.0664,-0.0402,-0.0593,-0.0508,-0.0035,0.0136,-0.0079,0.3743,0.3177,-57.7806,19.8934,231.27,209.77,0.5655,25.7535,187.5
de_000027_aug3,accent_dataset_output/audio_augmented/de_000027_aug3.wav,de,1,austrian,unknown,unknown,nachdem passepartout diese wohnung im detail gemustert hatte rieb er sich die hände sein breites ges,10148,10.0,16000,True,degraded_codec,0.101096,0.238155,703.1,1020.91,1061.9,0.1392,0.477558,0.340138,0.089992,0.058637,0.033676,-125.1265,18.6241,91.0376,20.3937,-58.1006,15.71,67.4379,15.2493,-50.7346,7.6918,38.3604,9.7822,-33.6077,8.2489,10.6406,8.9086,-15.7367,8.3492,-5.5294,8.3619,2.4259,7.3111,-16.6615,6.019,13.7216,6.0698,0.111,0.0519,0.1775,-0.1046,0.0385,-0.1038,0.0255,-0.0575,-0.0401,-0.0839,-0.0459,0.0097,-0.0538,0.4516,0.3364,-35.784,15.0346,200.56,29.53,0.7732,21.7344,156.25
it_000027_aug1,accent_dataset_output/audio_augmented/it_000027_aug1.wav,it,0,roumain,unknown,unknown,mamma caca e adamantina secondo l usanza le poneva sotto il pannicello mondo e la poavola cacava dan,6001,10.0,16000,True,noise_ambient,0.126603,0.236683,361.54,564.75,443.3,0.2877,0.6721,0.284647,0.028997,0.007211,0.007046,-152.8087,33.0111,35.9662,29.4507,16.3696,17.5418,9.2393,15.2016,1.0625,9.2136,-1.392,9.4484,-0.3854,7.1271,-2.868,8.3624,-2.2866,8.0452,-2.3132,6.5577,-4.0952,7.3356,-3.6764,7.291,-1.0913,5.9571,0.3238,0.2675,0.0554,-0.0345,-0.0423,0.0058,0.0412,0.0036,-0.0177,0.0075,0.005,0.0248,0.0332,0.4116,0.3771,-43.3697,8.4426,244.2,101.9,0.7316,15.8854,117.19
nl_000063_aug1,accent_dataset_output/audio_augmented/nl_000063_aug1.wav,nl,1,unknown,unknown,unknown,haastte hy zich er by te voegen op het zien der groote oogen die van alle kanten werden opgezet het ,2450,10.0,16000,True,noise_ambient,0.076736,0.349527,870.45,1274.25,1237.3,0.1921,0.101702,0.721009,0.068506,0.063199,0.045583,-134.4855,33.3364,13.1297,24.1381,1.5873,15.8317,-0.9571,10.4899,-10.0805,9.377,-16.2407,12.2478,-19.4029,11.3129,-17.4724,9.7815,-16.2982,7.6158,-14.2288,6.3724,-11.2686,4.9044,-11.4282,5.2055,-9.8889,4.7854,0.2017,0.1999,0.1382,0.063,0.0031,-0.0306,-0.0363,-0.0397,-0.0421,-0.0504,-0.0441,-0.034,-0.0399,0.5429,0.3163,-39.9887,6.5842,197.95,103.74,0.2524,18.4049,208.33
it_000008_aug3,accent_dataset_output/audio_augmented/it_000008_aug3.wav,it,1,milanais,unknown,unknown,aquila uccello rapace e di denti privo per rimunerazione sua in cibo offerse l interiore col grasso ,6001,10.0,16000,True,degraded_codec,0.161854,0.211701,320.06,247.89,429.0,0.4749,0.653525,0.313673,0.03037,0.001798,0.000634,-211.6058,57.6662,70.2645,48.9551,21.7712,24.5413,6.1074,21.092,5.1786,12.5257,-3.1707,12.2685,-5.9372,11.1699,-3.7572,8.2095,-5.0791,9.6138,-6.4121,8.386,-5.3978,7.7698,-4.4734,7.4664,-3.8255,6.8547,0.8141,0.551,-0.2198,-0.211,0.0063,-0.0442,-0.0731,0.03,0.0228,-0.0188,-0.0347,0.0046,-0.0005,0.4136,0.3679,-51.6523,12.2643,222.36,44.87,0.7412,15.8612,170.45
de_000102,accent_dataset_output/audio_original/de_000102.wav,de,1,austrian,unknown,unknown,fogg nahm seinen reisesack ließ mrs aouda benachrichtigen und schickte nach einem palankin es war da,10148,10.0,16000,False,original,0.111513,0.151701,499.27,656.06,841.3,0.4181,0.52341,0.320837,0.137979,0.009815,0.007959,-252.7822,134.9566,81.3167,52.4719,-2.5111,39.509,17.9435,29.0939,-3.122,19.1914,-1.1329,15.8224,-1.5037,13.0571,-12.4958,14.7968,-6.0217,14.6565,-5.0155,11.0835,-9.3823,11.4942,-5.6541,11.3404,-0.3619,9.3836,1.0798,0.4055,-0.2476,0.0704,-0.0594,-0.0507,0.0225,-0.1096,-0.1036,-0.1026,-0.0673,-0.0547,-0.0134,0.3438,0.3302,-46.6805,18.1809,187.22,46.59,0.8019,17.9861,104.17
de_000020_aug2,accent_dataset_output/audio_augmented/de_000020_aug2.wav,de,1,berlin,unknown,unknown,der ehrenwerthe walther ralph wollte am erfolg der nachforschungen nicht zweifeln indem er meinte di,10148,10.0,16000,True,pitch_time_shift,0.105775,0.159351,497.13,587.78,588.9,0.3415,0.405375,0.504728,0.070109,0.013458,0.00633,-231.3691,90.5772,84.5489,63.2317,-5.7137,37.5799,32.7045,35.107,-9.6548,21.5247,0.6903,15.497,-11.5827,13.8923,-25.9825,12.1112,-3.8157,12.8421,4.65,11.8637,-5.563,9.9376,-4.7397,11.1995,6.5373,8.7674,0.7915,0.1622,-0.2024,-0.1125,0.0515,0.0852,-0.054,-0.0272,-0.0107,0.1041,0.0339,-0.0612,0.0801,0.332,0.3206,-46.6551,16.1169,208.43,84.7,0.8403,19.571,125.0
